accenumb,campaign,days_to_heading,thousand_kernel_weight,plant_height
C0101359,2004-2005,228,45,101.6
C0101360,2004-2005,223,42,90.8
C0101361,2004-2005,225,32,83.8
C0101362,2004-2005,225,42,108.8
C0101363,2004-2005,229,31,83.6
C0101364,2004-2005,231,28,73.4
C0101365,2004-2005,228,41.9,94.6
C0101366,2004-2005,229,33.9,65.4
C0101367,2004-2005,229,35,76.2
C0101368,2004-2005,237,31.9,132
C0101369,2004-2005,224,40.3,92
C0101370,2004-2005,229,44.3,107.25
C0101371,2004-2005,225,50.3,83.25
C0101373,2004-2005,225,43.6,108.75
C0101374,2004-2005,225,49.2,122.8
C0101375,2004-2005,224,51,123
C0101376,2004-2005,225,47,120
C0101377,2004-2005,224,48.5,110.4
C0101378,2004-2005,229,42.3,99.5
C0101380,2004-2005,228,40.7,106
C0101382,2004-2005,225,47.5,110.4
C0101383,2004-2005,230,44,106.8
C0101384,2004-2005,225,45,99.8
C0101385,2004-2005,221,39.2,89.2
C0101387,2004-2005,225,47,98.2
C0101388,2004-2005,222,44.7,91.5
C0101389,2004-2005,225,50,114.8
C0101390,2004-2005,228,41.5,110.8
C0101391,2004-2005,228,42,111.4
C0101392,2004-2005,232,40.7,120
C0101393,2004-2005,222,32,110.75
C0101394,2004-2005,228,40,109.6
C0101395,2004-2005,223,34.8,89
C0101397,2004-2005,225,39.6,92.2
C0101400,2004-2005,223,42,117.4
C0101401,2004-2005,225,40.8,108
C0101402,2004-2005,224,42.9,109.8
C0101403,2004-2005,225,40,107.2
C0101404,2004-2005,231,40.8,101.25
C0101405,2004-2005,224,40.8,92
C0101406,2004-2005,228,38,110.6
C0101407,2004-2005,224,40.4,80.25
C0101408,2004-2005,232,40,136.2
C0101409,2004-2005,225,48.5,88.75
C0101410,2004-2005,224,40,100.8
C0101411,2004-2005,224,31.9,129.4
C0101412,2004-2005,228,43.5,137
C0101413,2004-2005,221,43.6,81.25
C0101414,2004-2005,232,38,143.2
C0101415,2004-2005,237,32,121.6
C0101416,2004-2005,222,44.2,82.5
C0101417,2004-2005,218,46.1,98.8
C0101418,2004-2005,229,48.3,88.25
C0101584,2004-2005,222,47,123.8
C0101585,2004-2005,223,45,87.2
C0101586,2004-2005,223,48,116.4
C0101587,2004-2005,228,39.8,110.4
C0101588,2004-2005,224,45.4,89.75
C0101589,2004-2005,228,39,130.6
C0101590,2004-2005,229,31.7,78.8
C0101592,2004-2005,225,40.2,117.6
C0101593,2004-2005,225,46,127.4
C0101597,2004-2005,228,44.4,103
C0101601,2004-2005,225,36,90.2
C0101602,2004-2005,218,NA,80
C0101604,2004-2005,225,42,92.4
C0101605,2004-2005,228,37.4,94.5
C0101606,2004-2005,222,50.5,91.6
C0101607,2004-2005,230,39.5,111.8
C0101608,2004-2005,223,43,91
C0101609,2004-2005,228,45.5,86
C0101610,2004-2005,223,42.5,92.5
C0101611,2004-2005,229,41,109.8
C0101612,2004-2005,229,36.1,78
C0101613,2004-2005,223,50,101
C0101614,2004-2005,223,47,98
C0101615,2004-2005,223,52.2,109.4
C0101617,2004-2005,221,50,108.2
C0101632,2004-2005,224,42.1,87.75
C0101775,2004-2005,228,44.2,108.8
C0101802,2004-2005,228,45.4,115.25
C0101886,2004-2005,223,42.1,84
C0101940,2004-2005,223,35.7,88.83
C0101955,2004-2005,224,41.2,107.67
C0101976,2004-2005,228,37.7,87.83
C0102220,2004-2005,215,45.4,67.83
C0102348,2004-2005,235,39,142.8
C0102350,2004-2005,236,40,148.2
C0102354,2004-2005,236,NA,125.8
C0102355,2004-2005,229,NA,130.6
C0102356,2004-2005,242,NA,49.4
C0102369,2004-2005,236,22,137.4
C0102437,2004-2005,225,45,98.4
C0102483,2004-2005,225,46.6,92.4
C0102488,2004-2005,230,30,120.2
C0102489,2004-2005,225,38.2,93.26
C0102607,2004-2005,213,35.7,75.6
C0102664,2004-2005,229,43.9,87.8
C0102704,2004-2005,225,47,80.2
C0102705,2004-2005,228,48.3,76.6
C0102706,2004-2005,225,52.1,80.2
C0102711,2004-2005,225,46.9,81.6
C0102712,2004-2005,228,52,81.8
C0102721,2004-2005,225,42.8,83.4
C0102741,2004-2005,223,32.1,89.75
C0102742,2004-2005,228,36.2,88.25
C0102758,2004-2005,228,38,90.2
C0102894,2004-2005,221,NA,83.8
C0103664,2004-2005,225,43.9,105.2
C0103665,2004-2005,229,37.1,100.2
C0103666,2004-2005,228,37,98.4
C0103667,2004-2005,225,40.4,95.4
C0103669,2004-2005,223,43.3,78.6
C0103670,2004-2005,223,39.6,80.8
C0103671,2004-2005,229,36.4,74.4
C0103672,2004-2005,223,39.2,73.8
C0103673,2004-2005,222,NA,71.8
C0103674,2004-2005,223,NA,78.8
C0103675,2004-2005,229,36,70.2
C0103676,2004-2005,223,41.7,71
C0103677,2004-2005,225,NA,76.6
C0103678,2004-2005,222,NA,79.6
C0103679,2004-2005,225,37.1,67.8
C0103680,2004-2005,229,41.7,63.4
C0103682,2004-2005,224,NA,63.6
C0103683,2004-2005,229,44.2,72.2
C0103684,2004-2005,225,33.7,64.8
C0103685,2004-2005,228,34.3,71
C0103686,2004-2005,222,NA,71.2
C0103687,2004-2005,225,33.1,75.2
C0103688,2004-2005,229,NA,66.8
C0103689,2004-2005,229,35,73.8
C0103690,2004-2005,229,33.3,72
C0103691,2004-2005,224,36,85.2
C0103692,2004-2005,231,41,66.6
C0103693,2004-2005,229,40.4,71.6
C0103694,2004-2005,228,38,73.2
C0103695,2004-2005,230,36.3,69.6
C0103696,2004-2005,230,37.8,62.4
C0103697,2004-2005,230,41.5,64.4
C0103698,2004-2005,228,NA,80
C0103699,2004-2005,228,NA,81.2
C0103700,2004-2005,225,40,81.6
C0103701,2004-2005,225,NA,83.8
C0103702,2004-2005,224,NA,76.6
C0103703,2004-2005,224,45.3,83
C0103704,2004-2005,225,NA,70.4
C0103705,2004-2005,228,NA,97.6
C0103706,2004-2005,229,36.9,99
C0103707,2004-2005,228,38.8,107.6
C0103708,2004-2005,231,NA,96.6
C0103709,2004-2005,229,NA,102.8
C0103710,2004-2005,229,NA,93.8
C0103711,2004-2005,228,NA,113.2
C0103712,2004-2005,228,NA,102
C0103715,2004-2005,229,NA,73
C0103716,2004-2005,229,35.3,68
C0103717,2004-2005,229,40.5,73.51
C0103718,2004-2005,222,NA,76.404
C0103719,2004-2005,230,NA,120.4
C0103720,2004-2005,229,22,151.2
C0103721,2004-2005,229,25,131.6
C0103722,2004-2005,216,39.8,68.08
C0103723,2004-2005,214,41.3,78.04
C0103724,2004-2005,221,44,66.36
C0103725,2004-2005,216,36.9,73.12
C0103726,2004-2005,214,38,72.49
C0103727,2004-2005,215,46.2,75.92
C0103728,2004-2005,218,42.5,67.1
C0103729,2004-2005,221,43.2,83.9
C0103730,2004-2005,221,37.9,79.12
C0103731,2004-2005,216,40.4,69.26
C0103733,2004-2005,222,40,81.33
C0103734,2004-2005,228,NA,91.2
C0103735,2004-2005,229,NA,91
C0103736,2004-2005,224,NA,87.4
C0103737,2004-2005,225,NA,80.8
C0103738,2004-2005,222,NA,83.6
C0103739,2004-2005,232,NA,99.8
C0103740,2004-2005,229,24.7,64.26
C0103741,2004-2005,225,NA,132.2
C0103742,2004-2005,223,NA,72.8
C0103743,2004-2005,223,NA,74
C0103744,2004-2005,222,41.5,72.59
C0103745,2004-2005,229,29.5,78.26
C0103746,2004-2005,225,34,86.67
C0103748,2004-2005,228,NA,132.8
C0103749,2004-2005,223,NA,86.4
C0103750,2004-2005,223,39.7,74.51
C0103751,2004-2005,225,35.1,81.58
C0103752,2004-2005,224,NA,90.2
C0103753,2004-2005,232,NA,111.2
C0103754,2004-2005,221,36.7,66.26
C0103755,2004-2005,221,33.8,74.5
C0103756,2004-2005,218,NA,77.2
C0103757,2004-2005,221,NA,66.4
C0103758,2004-2005,221,36.1,64.84
C0103759,2004-2005,222,NA,108.5
C0103760,2004-2005,221,NA,76.4
C0103761,2004-2005,222,NA,72.8
C0103762,2004-2005,221,NA,72.2
C0103763,2004-2005,216,44.6,66.42
C0103764,2004-2005,221,39,80.42
C0103765,2004-2005,220,37.3,60.67
C0103766,2004-2005,222,32.4,76.59
C0103767,2004-2005,228,34.4,86.59
C0103768,2004-2005,225,34.1,86.67
C0103769,2004-2005,228,43.1,121
C0103770,2004-2005,225,41,97.17
C0103772,2004-2005,228,38.5,85.42
C0103773,2004-2005,221,NA,85
C0103774,2004-2005,223,NA,92.6
C0103775,2004-2005,225,NA,86.6
C0103776,2004-2005,225,NA,94.2
C0103777,2004-2005,225,NA,96
C0103778,2004-2005,223,NA,105.2
C0103779,2004-2005,223,NA,108.6
C0103780,2004-2005,224,NA,108.8
C0103781,2004-2005,223,NA,95
C0103782,2004-2005,224,NA,95.4
C0103784,2004-2005,225,NA,85.4
C0103785,2004-2005,225,NA,97.4
C0103786,2004-2005,225,NA,108.8
C0103787,2004-2005,223,38,97.75
C0103788,2004-2005,223,NA,101
C0103789,2004-2005,225,NA,96.4
C0103790,2004-2005,225,NA,110
C0103791,2004-2005,223,NA,119
C0103792,2004-2005,222,NA,103.8
C0103793,2004-2005,224,28.9,93.5
C0103794,2004-2005,222,34.6,100.26
C0103795,2004-2005,222,NA,96
C0103796,2004-2005,224,NA,90
C0103797,2004-2005,221,NA,93.8
C0103798,2004-2005,224,NA,107.8
C0103799,2004-2005,222,NA,97.6
C0103800,2004-2005,222,NA,107.6
C0103801,2004-2005,221,NA,103
C0103802,2004-2005,222,NA,90.8
C0103803,2004-2005,228,NA,95.2
C0103804,2004-2005,229,NA,87.2
C0103805,2004-2005,229,NA,92.6
C0103806,2004-2005,229,NA,81.8
C0103807,2004-2005,229,NA,105.4
C0103808,2004-2005,229,NA,113.6
C0103809,2004-2005,228,NA,103.2
C0103810,2004-2005,228,NA,101
C0103811,2004-2005,229,NA,89.8
C0103812,2004-2005,232,NA,86.4
C0103813,2004-2005,232,NA,93.4
C0103814,2004-2005,235,NA,138.2
C0103815,2004-2005,228,NA,135
C0103816,2004-2005,229,NA,146.4
C0103817,2004-2005,224,NA,127.4
C0103818,2004-2005,229,NA,122
C0103853,2004-2005,218,35.1,86.92
C0103855,2004-2005,232,33.6,148
C0103856,2004-2005,229,44.5,128.4
C0103858,2004-2005,232,36.5,135.8
C0103859,2004-2005,228,47.4,130.6
C0103860,2004-2005,230,35.6,135.8
C0103861,2004-2005,231,37.1,153.6
C0103862,2004-2005,225,38,132.6
C0103863,2004-2005,224,41.3,130.4
C0103864,2004-2005,225,38.9,126.4
C0103865,2004-2005,228,44.2,128.6
C0103866,2004-2005,232,36.8,119.8
C0103867,2004-2005,235,38.5,129.6
C0103868,2004-2005,235,40.6,131
C0103869,2004-2005,231,39,133.8
C0103870,2004-2005,232,43.8,130.2
C0103871,2004-2005,231,39.8,131.4
C0103872,2004-2005,235,38.3,151.6
C0103873,2004-2005,232,39.3,145.4
C0103874,2004-2005,232,34,152
C0103875,2004-2005,235,41.9,145.2
C0103876,2004-2005,232,40.4,133.4
C0103877,2004-2005,232,38.5,119.6
C0103878,2004-2005,232,35.6,127.2
C0103879,2004-2005,229,41.6,128.6
C0103880,2004-2005,232,37.6,140.2
C0103881,2004-2005,235,35.7,140
C0103882,2004-2005,229,37,137
C0103883,2004-2005,228,46.5,140.4
C0103884,2004-2005,229,34.5,136
C0103885,2004-2005,235,34.4,119.2
C0103886,2004-2005,228,41,108.4
C0103887,2004-2005,228,46.5,120
C0103888,2004-2005,232,36.1,124.2
C0103889,2004-2005,221,40.2,142
C0103890,2004-2005,225,38,117
C0103891,2004-2005,225,32.1,124.8
C0103892,2004-2005,225,39,128.8
C0103893,2004-2005,225,42,121.8
C0103894,2004-2005,223,39.5,86.2
C0103895,2004-2005,238,39.9,124.6
C0103896,2004-2005,232,36,140.2
C0103897,2004-2005,225,38.8,115.6
C0103898,2004-2005,225,41.5,119.6
C0103899,2004-2005,225,41.7,126
C0103901,2004-2005,232,32.5,115.4
C0103902,2004-2005,228,34.6,109.76
C0103904,2004-2005,232,36.8,120.4
C0103905,2004-2005,229,43.8,112.2
C0103906,2004-2005,225,40.6,129
C0103907,2004-2005,235,34.4,139.8
C0103908,2004-2005,224,40.7,128.4
C0103909,2004-2005,229,34.2,119.59
C0103910,2004-2005,229,41,116.6
C0103911,2004-2005,228,38.8,119
C0103912,2004-2005,228,42.3,131.4
C0103913,2004-2005,232,42.9,118.8
C0103914,2004-2005,224,45.1,101.6
C0103915,2004-2005,225,44.4,113.6
C0103916,2004-2005,225,45.7,113.4
C0103917,2004-2005,229,37.9,119.8
C0103918,2004-2005,228,37,103.34
C0103919,2004-2005,NA,38.3,87.59
C0103920,2004-2005,221,40.6,84.17
C0103921,2004-2005,225,30.9,115.4
C0103922,2004-2005,221,40.8,110.33
C0103923,2004-2005,229,41.1,122.4
C0103924,2004-2005,224,37.1,97.6
C0103925,2004-2005,229,35.3,114.67
C0103926,2004-2005,235,38.7,139.8
C0103927,2004-2005,228,36.2,105.59
C0103928,2004-2005,222,45.8,108
C0103929,2004-2005,220,42,106.8
C0103930,2004-2005,232,40.4,123.2
C0103931,2004-2005,229,40.8,107.4
C0103932,2004-2005,225,42,122.4
C0103933,2004-2005,215,40.4,105.8
C0103934,2004-2005,225,39.9,123
C0103935,2004-2005,229,NA,98.8
C0103936,2004-2005,231,39.4,101.51
C0103937,2004-2005,231,NA,124.4
C0103938,2004-2005,228,35,90.84
C0103939,2004-2005,224,41.7,129.2
C0103940,2004-2005,231,32,110.75
C0103941,2004-2005,225,34.3,86.67
C0103942,2004-2005,229,36.5,102.2
C0103943,2004-2005,225,38.7,89.76
C0103944,2004-2005,222,45.6,113.6
C0103945,2004-2005,222,48.3,99
C0103946,2004-2005,236,30.1,129
C0103947,2004-2005,225,38.7,71.17
C0103948,2004-2005,230,37.6,96.67
C0103949,2004-2005,232,30.7,137.8
C0103950,2004-2005,228,30,114
C0103951,2004-2005,228,32.6,91.2
C0103952,2004-2005,222,47.6,85.8
C0103953,2004-2005,222,37.8,102.6
C0103954,2004-2005,225,33.1,96.5
C0103955,2004-2005,236,32,135
C0103956,2004-2005,225,39.2,90.26
C0103957,2004-2005,228,39.4,98.84
C0103958,2004-2005,224,38.3,89.6
C0103959,2004-2005,229,33.8,80.34
C0103960,2004-2005,223,38.2,87.59
C0103961,2004-2005,225,34.2,80
C0103962,2004-2005,222,NA,77
C0103963,2004-2005,230,36.8,76.26
C0103964,2004-2005,236,32.5,132.6
C0103965,2004-2005,231,35.3,136.8
C0103966,2004-2005,231,33.6,130
C0103968,2004-2005,225,NA,97.4
C0103969,2004-2005,228,35.6,86.67
C0103970,2004-2005,229,39.6,99.34
C0103971,2004-2005,228,NA,73.6
C0103972,2004-2005,229,31.4,80.75
C0103973,2004-2005,229,39.5,86
C0103974,2004-2005,229,38.3,77.01
C0103975,2004-2005,224,32.5,100.6
C0103982,2004-2005,254,50,75.8
C0103983,2004-2005,224,44,82.4
C0103985,2004-2005,225,40,107.6
C0103986,2004-2005,222,44.5,91.2
C0103987,2004-2005,222,44.9,97.8
C0104028,2004-2005,214,42.6,55.33
C0104029,2004-2005,214,49,57
C0104030,2004-2005,218,44.8,67
C0104031,2004-2005,214,46,55.33
C0104034,2004-2005,215,45.8,71.64
C0104035,2004-2005,229,38.2,69.2
C0104038,2004-2005,214,37,79.02
C0104039,2004-2005,225,35.3,98.01
C0104042,2004-2005,216,41.5,73.01
C0104043,2004-2005,214,48.2,56
C0104045,2004-2005,214,42.8,70.67
C0104046,2004-2005,218,44.5,75.48
C0104050,2004-2005,221,37.7,63.92
C0104057,2004-2005,215,48.1,60
C0104058,2004-2005,223,NA,83.2
C0104060,2004-2005,216,40.6,82.33
C0104061,2004-2005,214,37.8,68.33
C0104062,2004-2005,218,45.7,65.58
C0104063,2004-2005,215,48,68.06
C0104177,2004-2005,225,NA,94.8
C0104178,2004-2005,221,NA,75.2
C0104179,2004-2005,223,NA,74.8
C0104180,2004-2005,223,NA,74.8
C0104181,2004-2005,222,NA,73.6
C0104182,2004-2005,216,NA,65.8
C0104184,2004-2005,225,NA,81
C0104187,2004-2005,222,NA,112.4
C0104189,2004-2005,228,NA,112
C0104191,2004-2005,225,NA,110
C0104217,2004-2005,229,NA,76.2
C0104218,2004-2005,225,NA,70
C0104219,2004-2005,225,NA,68.4
C0104220,2004-2005,229,NA,70.204
C0104222,2004-2005,222,NA,64
C0104223,2004-2005,229,NA,71.2
C0104224,2004-2005,230,NA,71.2
C0104225,2004-2005,229,NA,67.8
C0104227,2004-2005,225,NA,72.6
C0104228,2004-2005,229,NA,79.8
C0104229,2004-2005,228,NA,66.4
C0104230,2004-2005,228,NA,67.2
C0104231,2004-2005,228,NA,70.8
C0104232,2004-2005,224,NA,68.2
C0104233,2004-2005,228,NA,68.9
C0104234,2004-2005,228,NA,75.6
C0104235,2004-2005,225,NA,59.8
C0104236,2004-2005,225,NA,72.2
C0104237,2004-2005,224,NA,79.4
C0104238,2004-2005,225,NA,72.2
C0104239,2004-2005,225,NA,81.6
C0104240,2004-2005,216,NA,70.8
C0104241,2004-2005,223,NA,66.4
C0104243,2004-2005,225,NA,85.2
C0104245,2004-2005,225,NA,98.2
C0104251,2004-2005,222,NA,84.8
C0104252,2004-2005,228,NA,111.6
C0104253,2004-2005,222,NA,97.6
C0104254,2004-2005,205,40,115.33
C0104255,2004-2005,212,40.7,105
C0104256,2004-2005,224,42.6,91.33
C0104257,2004-2005,213,47.5,114.33
C0104258,2004-2005,212,41.2,99.67
C0104259,2004-2005,213,42,100.33
C0104260,2004-2005,213,43,99.33
C0104261,2004-2005,213,45.9,101.67
C0104455,2004-2005,221,NA,82.2
C0104521,2004-2005,223,NA,87.6
C0104522,2004-2005,224,NA,73.4
C0104523,2004-2005,223,NA,82.8
C0104525,2004-2005,225,NA,79.2
C0104530,2004-2005,221,NA,63
C0100019,2005-2006,223,NA,88
C0100048,2005-2006,224,NA,78.33
C0100096,2005-2006,222,NA,83
C0100157,2005-2006,243,NA,82.67
C0100194,2005-2006,222,NA,80.67
C0100277,2005-2006,229,NA,100
C0100371,2005-2006,218,NA,86.67
C0100384,2005-2006,232,NA,85.33
C0100426,2005-2006,224,NA,86.33
C0100520,2005-2006,226,NA,102.33
C0100795,2005-2006,226,NA,76
C0101299,2005-2006,232,NA,102
C0101308,2005-2006,216,NA,73.67
C0101756,2005-2006,227,NA,87
C0102737,2005-2006,222,NA,89.67
C0102839,2005-2006,223,42.9,76.33
C0103981,2005-2006,236,NA,66.33
C0104036,2005-2006,226,NA,130
C0104037,2005-2006,226,NA,132
C0104041,2005-2006,226,NA,91.33
C0104048,2005-2006,232,37,82.33
C0104051,2005-2006,229,NA,130.33
C0104052,2005-2006,226,NA,131.33
C0104059,2005-2006,226,NA,81.67
C0104064,2005-2006,NA,NA,73
C0104066,2005-2006,226,NA,119.67
C0104175,2005-2006,243,NA,100
C0104183,2005-2006,243,NA,104
C0104185,2005-2006,229,NA,124
C0104186,2005-2006,240,NA,114.67
C0104188,2005-2006,229,NA,132
C0104190,2005-2006,232,NA,120
C0104192,2005-2006,232,NA,122.67
C0104211,2005-2006,231,NA,71.33
C0104213,2005-2006,226,NA,77.33
C0104214,2005-2006,237,NA,100.33
C0104215,2005-2006,231,NA,86.67
C0104216,2005-2006,233,NA,76.33
C0104221,2005-2006,231,NA,78
C0104242,2005-2006,232,NA,90
C0104270,2005-2006,236,38.7,112
C0104677,2005-2006,233,30,115
C0100002,2006-2007,216,47.2,108
C0100062,2006-2007,225,36,81.67
C0100100,2006-2007,216,50,90
C0100101,2006-2007,211,40,86.33
C0100103,2006-2007,209,49,79.67
C0100104,2006-2007,223,38.8,112.67
C0100109,2006-2007,223,35.9,112.67
C0100110,2006-2007,220,40,118.33
C0100128,2006-2007,224,38,87.33
C0100154,2006-2007,218,30,125.33
C0100204,2006-2007,216,51.1,96.67
C0100208,2006-2007,218,44,123.67
C0100250,2006-2007,216,35.1,116.33
C0100263,2006-2007,212,46.4,112.33
C0100418,2006-2007,212,43,96.33
C0100425,2006-2007,211,49.5,98.33
C0100445,2006-2007,213,43.3,111.67
C0100448,2006-2007,220,35.6,107.67
C0100506,2006-2007,224,40,117.67
C0100511,2006-2007,NA,NA,99.67
C0100634,2006-2007,224,38.3,113
C0100654,2006-2007,230,25.2,112
C0100892,2006-2007,219,35,117
C0100969,2006-2007,213,34.9,112.33
C0101144,2006-2007,212,28,102
C0101308,2006-2007,216,35.6,103
C0101420,2006-2007,225,32.9,142
C0101422,2006-2007,224,42.2,107.25
C0101423,2006-2007,213,49.9,124
C0101424,2006-2007,216,54.5,90.33
C0101425,2006-2007,216,35,112
C0101426,2006-2007,216,40.2,105.67
C0101427,2006-2007,226,30,134
C0101428,2006-2007,220,35.2,144.33
C0101429,2006-2007,219,50,115.33
C0101430,2006-2007,223,31.4,129
C0101431,2006-2007,216,42.2,123.67
C0101432,2006-2007,224,31,115.67
C0101433,2006-2007,218,38.2,114
C0101434,2006-2007,220,38.9,130
C0101435,2006-2007,220,34.2,119.33
C0101436,2006-2007,217,32,117
C0101437,2006-2007,212,48.9,95.67
C0101438,2006-2007,216,49,105.33
C0101439,2006-2007,216,48.2,112
C0101440,2006-2007,216,49.6,114.67
C0101441,2006-2007,218,41,98.67
C0101442,2006-2007,220,36.5,89.33
C0101443,2006-2007,212,40,105.33
C0101444,2006-2007,217,40.5,113.33
C0101447,2006-2007,224,29.5,87.67
C0101448,2006-2007,216,34.8,121
C0101449,2006-2007,227,23.8,85.67
C0101451,2006-2007,217,28,111.67
C0101452,2006-2007,220,38.9,128
C0101453,2006-2007,223,27.1,128
C0101454,2006-2007,225,30.9,109
C0101455,2006-2007,220,45.5,112.67
C0101456,2006-2007,227,35,136
C0101457,2006-2007,227,28,114.67
C0101458,2006-2007,227,27,116.67
C0101459,2006-2007,218,50,104
C0101460,2006-2007,216,49.8,104.67
C0101461,2006-2007,230,40,124
C0101462,2006-2007,219,38.5,106
C0101463,2006-2007,220,40,140
C0101464,2006-2007,219,42.9,126
C0101465,2006-2007,220,39,106.33
C0101466,2006-2007,225,31,139.67
C0101467,2006-2007,223,33.9,96.33
C0101468,2006-2007,216,47.1,116.67
C0101469,2006-2007,220,34.2,143.67
C0101470,2006-2007,212,48,99.67
C0101471,2006-2007,223,35.7,109.33
C0101472,2006-2007,212,44,81
C0101474,2006-2007,218,40.5,99.67
C0101475,2006-2007,230,28.8,127
C0101476,2006-2007,225,35,140.33
C0101477,2006-2007,209,34,87
C0101479,2006-2007,218,35.5,108
C0101480,2006-2007,230,26.6,117
C0101481,2006-2007,227,25.9,129
C0101482,2006-2007,227,28.7,118.33
C0101483,2006-2007,226,33,121.33
C0101484,2006-2007,227,29,117.67
C0101485,2006-2007,227,31,146.33
C0101486,2006-2007,233,30.6,116
C0101487,2006-2007,230,30,124
C0101488,2006-2007,230,42,119.33
C0101490,2006-2007,225,33,105.67
C0101494,2006-2007,226,34.6,138.33
C0101495,2006-2007,230,30.5,117.67
C0101496,2006-2007,217,41.2,116.33
C0101497,2006-2007,230,28.6,124.33
C0101498,2006-2007,227,31.6,117.67
C0101499,2006-2007,227,35.5,123.33
C0101500,2006-2007,227,30,114.33
C0101501,2006-2007,216,44.4,108.67
C0101502,2006-2007,212,37.2,73.67
C0101503,2006-2007,227,29,130.33
C0101504,2006-2007,224,30,108
C0101505,2006-2007,226,34,104.67
C0101506,2006-2007,220,38,81
C0101507,2006-2007,223,33.5,109
C0101508,2006-2007,224,34.4,99
C0101509,2006-2007,223,30,89
C0101510,2006-2007,216,55,109.33
C0101512,2006-2007,224,35,96
C0101513,2006-2007,217,39,108.67
C0101514,2006-2007,233,33,106.67
C0101516,2006-2007,218,28.2,124
C0101517,2006-2007,226,37,140
C0101518,2006-2007,212,35.5,110
C0101522,2006-2007,227,35,121
C0101523,2006-2007,224,33,81
C0101525,2006-2007,216,38.2,100.33
C0101526,2006-2007,226,29,140
C0101529,2006-2007,212,45.6,111.33
C0101530,2006-2007,220,36,123.33
C0101531,2006-2007,220,38.1,119
C0101532,2006-2007,225,38.8,102
C0101533,2006-2007,218,47,105.33
C0101534,2006-2007,223,35,106.67
C0101600,2006-2007,216,38,98
C0101618,2006-2007,212,44.1,94
C0101619,2006-2007,212,40,94.33
C0101620,2006-2007,220,37,112
C0101621,2006-2007,216,35,102.33
C0101623,2006-2007,216,29.8,83.67
C0101624,2006-2007,217,31,92.33
C0101625,2006-2007,218,37.6,95
C0101626,2006-2007,220,41,106.33
C0101627,2006-2007,227,34.9,115.67
C0101628,2006-2007,220,35,108.33
C0101923,2006-2007,224,30,98.67
C0102314,2006-2007,216,35.2,101
C0102359,2006-2007,218,38.5,153
C0102364,2006-2007,218,38.2,133.67
C0102760,2006-2007,227,32,132.33
C0103150,2006-2007,224,34.9,108.33
C0104171,2006-2007,230,29.5,115
C0104173,2006-2007,227,28,117
C0104174,2006-2007,227,32.2,135.67
C0104193,2006-2007,216,50,94
C0104194,2006-2007,213,52.7,84
C0104195,2006-2007,217,37,89.67
C0104196,2006-2007,217,NA,104.33
C0104197,2006-2007,218,NA,116
C0104198,2006-2007,220,NA,119
C0104199,2006-2007,261,NA,129
C0104200,2006-2007,220,NA,119
C0104201,2006-2007,224,NA,148.67
C0104202,2006-2007,220,NA,118
C0104203,2006-2007,218,NA,118.33
C0104204,2006-2007,223,NA,136
C0104205,2006-2007,223,NA,131.33
C0104206,2006-2007,226,NA,146
C0104207,2006-2007,220,NA,139
C0104208,2006-2007,223,NA,135.33
C0104209,2006-2007,219,NA,139
C0104210,2006-2007,227,50.1,130
C0104212,2006-2007,220,37.3,98.33
C0104263,2006-2007,213,39.2,87
C0104264,2006-2007,219,41.6,111
C0104265,2006-2007,220,41.4,107.67
C0104266,2006-2007,225,40.4,112.67
C0104269,2006-2007,221,35,117.33
C0104440,2006-2007,217,NA,117
C0104441,2006-2007,227,NA,138.33
C0104442,2006-2007,223,NA,138.67
C0104443,2006-2007,223,NA,146
C0104445,2006-2007,224,NA,132.67
C0104462,2006-2007,220,34.5,74.33
C0104465,2006-2007,220,28,74.33
C0104466,2006-2007,223,38.8,94.67
C0104474,2006-2007,223,39,83.33
C0104475,2006-2007,220,37.6,90.33
C0104479,2006-2007,216,35.4,77
C0104483,2006-2007,223,39.1,81.67
C0104484,2006-2007,225,41.6,79.67
C0104485,2006-2007,220,35,70
C0104486,2006-2007,223,39.6,69.67
C0104487,2006-2007,223,30.3,75
C0104488,2006-2007,220,37.4,82.67
C0104489,2006-2007,223,31.8,77.67
C0104490,2006-2007,223,37.3,83.67
C0104491,2006-2007,224,27.9,80
C0104492,2006-2007,220,38.2,87.67
C0104493,2006-2007,223,39.6,75.67
C0104494,2006-2007,216,37.2,89.67
C0104495,2006-2007,223,37.4,77.33
C0104496,2006-2007,220,35.3,85
C0104497,2006-2007,224,39.4,77.67
C0104498,2006-2007,224,36.6,77
C0104499,2006-2007,223,39.3,76.33
C0104500,2006-2007,223,41.1,69
C0104501,2006-2007,223,39,77.67
C0104502,2006-2007,209,34.8,96.33
C0104503,2006-2007,209,42.9,91.67
C0104505,2006-2007,212,39.4,85.67
C0104506,2006-2007,217,43.9,103.33
C0104507,2006-2007,212,40.1,90.67
