accenumb,campaign,days_to_heading
IG 138686,2004-2005,134
IG 138687,2004-2005,151
IG 138687,2004-2005,149
IG 138687,2004-2005,147
IG 138687,2004-2005,139
IG 138687,2004-2005,136
IG 138687,2004-2005,133
IG 138688,2004-2005,150
IG 138688,2004-2005,149
IG 138688,2004-2005,147
IG 138688,2004-2005,137
IG 138688,2004-2005,138
IG 138690,2004-2005,145
IG 138690,2004-2005,146
IG 138690,2004-2005,147
IG 138690,2004-2005,133
IG 138690,2004-2005,135
IG 138690,2004-2005,136
IG 138691,2004-2005,150
IG 138691,2004-2005,149
IG 138691,2004-2005,147
IG 138691,2004-2005,138
IG 138692,2004-2005,152
IG 138692,2004-2005,138
IG 138692,2004-2005,139
IG 138694,2004-2005,149
IG 138694,2004-2005,147
IG 138694,2004-2005,145
IG 138694,2004-2005,138
IG 138695,2004-2005,147
IG 138695,2004-2005,148
IG 138695,2004-2005,136
IG 138695,2004-2005,137
IG 138697,2004-2005,157
IG 138697,2004-2005,145
IG 138698,2004-2005,138
IG 138698,2004-2005,137
IG 138698,2004-2005,136
IG 138698,2004-2005,130
IG 138698,2004-2005,123
IG 138701,2004-2005,155
IG 138701,2004-2005,154
IG 138701,2004-2005,153
IG 138701,2004-2005,139
IG 138702,2004-2005,146
IG 138702,2004-2005,147
IG 138702,2004-2005,148
IG 138702,2004-2005,137
IG 138703,2004-2005,149
IG 138703,2004-2005,150
IG 138703,2004-2005,151
IG 138703,2004-2005,138
IG 138708,2004-2005,153
IG 138708,2004-2005,148
IG 138708,2004-2005,143
IG 138708,2004-2005,131
IG 138708,2004-2005,132
IG 138709,2004-2005,131
IG 138709,2004-2005,132
IG 138709,2004-2005,133
IG 138709,2004-2005,118
IG 138716,2004-2005,144
IG 138716,2004-2005,143
IG 138716,2004-2005,133
IG 138716,2004-2005,132
IG 138717,2004-2005,143
IG 138717,2004-2005,144
IG 138717,2004-2005,132
IG 138717,2004-2005,131
IG 138717,2004-2005,128
IG 138721,2004-2005,142
IG 138721,2004-2005,143
IG 138721,2004-2005,132
IG 138721,2004-2005,131
IG 138725,2004-2005,153
IG 138725,2004-2005,146
IG 138725,2004-2005,139
IG 138727,2004-2005,144
IG 138727,2004-2005,132
IG 138729,2004-2005,154
IG 138729,2004-2005,156
IG 138729,2004-2005,158
IG 138729,2004-2005,146
IG 138729,2004-2005,145
IG 138729,2004-2005,144
IG 138730,2004-2005,156
IG 138730,2004-2005,157
IG 138730,2004-2005,143
IG 138730,2004-2005,144
IG 138731,2004-2005,153
IG 138731,2004-2005,152
IG 138731,2004-2005,139
IG 138737,2004-2005,146
IG 138737,2004-2005,149
IG 138737,2004-2005,151
IG 138737,2004-2005,137
IG 138738,2004-2005,147
IG 138738,2004-2005,149
IG 138738,2004-2005,150
IG 138738,2004-2005,133
IG 138738,2004-2005,135
IG 138738,2004-2005,137
IG 138740,2004-2005,140
IG 138740,2004-2005,129
IG 138740,2004-2005,128
IG 138740,2004-2005,126
IG 138741,2004-2005,156
IG 138741,2004-2005,155
IG 138741,2004-2005,144
IG 138741,2004-2005,142
IG 138741,2004-2005,139
IG 138742,2004-2005,143
IG 138742,2004-2005,146
IG 138742,2004-2005,148
IG 138742,2004-2005,137
IG 138742,2004-2005,136
IG 138745,2004-2005,147
IG 138745,2004-2005,146
IG 138745,2004-2005,145
IG 138745,2004-2005,132
IG 138745,2004-2005,133
IG 138746,2004-2005,148
IG 138746,2004-2005,149
IG 138746,2004-2005,138
IG 138748,2004-2005,148
IG 138748,2004-2005,146
IG 138748,2004-2005,143
IG 138748,2004-2005,135
IG 138748,2004-2005,134
IG 138748,2004-2005,133
IG 138749,2004-2005,146
IG 138749,2004-2005,147
IG 138749,2004-2005,132
IG 138749,2004-2005,133
IG 138750,2004-2005,145
IG 138750,2004-2005,150
IG 138750,2004-2005,148
IG 138750,2004-2005,136
IG 138750,2004-2005,137
IG 138752,2004-2005,133
IG 138752,2004-2005,123
IG 138752,2004-2005,121
IG 138752,2004-2005,118
IG 138753,2004-2005,143
IG 138753,2004-2005,146
IG 138753,2004-2005,149
IG 138753,2004-2005,132
IG 138753,2004-2005,134
IG 138753,2004-2005,135
IG 138755,2004-2005,142
IG 138755,2004-2005,143
IG 138755,2004-2005,130
IG 138757,2004-2005,144
IG 138757,2004-2005,142
IG 138757,2004-2005,139
IG 138757,2004-2005,131
IG 138757,2004-2005,129
IG 138757,2004-2005,126
IG 138759,2004-2005,141
IG 138759,2004-2005,140
IG 138759,2004-2005,138
IG 138759,2004-2005,127
IG 138759,2004-2005,128
IG 138760,2004-2005,153
IG 138760,2004-2005,152
IG 138760,2004-2005,151
IG 138760,2004-2005,137
IG 138763,2004-2005,143
IG 138763,2004-2005,142
IG 138763,2004-2005,132
IG 138763,2004-2005,124
IG 138763,2004-2005,115
IG 138767,2004-2005,145
IG 138767,2004-2005,144
IG 138767,2004-2005,143
IG 138767,2004-2005,132
IG 138768,2004-2005,147
IG 138768,2004-2005,148
IG 138768,2004-2005,133
IG 138768,2004-2005,134
IG 138768,2004-2005,135
IG 138782,2004-2005,144
IG 138782,2004-2005,143
IG 138782,2004-2005,133
IG 138782,2004-2005,132
IG 138783,2004-2005,136
IG 138783,2004-2005,134
IG 138783,2004-2005,131
IG 138783,2004-2005,118
IG 138783,2004-2005,121
IG 138783,2004-2005,124
IG 138784,2004-2005,135
IG 138784,2004-2005,134
IG 138784,2004-2005,133
IG 138784,2004-2005,123
IG 138785,2004-2005,131
IG 138785,2004-2005,118
IG 138786,2004-2005,131
IG 138786,2004-2005,118
IG 138787,2004-2005,137
IG 138787,2004-2005,138
IG 138787,2004-2005,129
IG 138787,2004-2005,127
IG 138787,2004-2005,124
IG 138788,2004-2005,133
IG 138788,2004-2005,123
IG 138788,2004-2005,121
IG 138788,2004-2005,118
IG 138790,2004-2005,128
IG 138791,2004-2005,136
IG 138791,2004-2005,135
IG 138791,2004-2005,133
IG 138791,2004-2005,126
IG 138791,2004-2005,125
IG 138791,2004-2005,123
IG 138797,2004-2005,125
IG 138797,2004-2005,118
IG 138797,2004-2005,117
IG 138797,2004-2005,115
IG 138801,2004-2005,140
IG 138801,2004-2005,139
IG 138801,2004-2005,137
IG 138801,2004-2005,126
IG 138804,2004-2005,131
IG 138804,2004-2005,132
IG 138804,2004-2005,133
IG 138804,2004-2005,118
IG 138805,2004-2005,131
IG 138805,2004-2005,132
IG 138805,2004-2005,133
IG 138805,2004-2005,118
IG 138806,2004-2005,131
IG 138806,2004-2005,118
IG 138806,2004-2005,117
IG 138806,2004-2005,115
IG 138807,2004-2005,131
IG 138807,2004-2005,118
IG 138807,2004-2005,117
IG 138807,2004-2005,115
IG 138808,2004-2005,125
IG 138808,2004-2005,124
IG 138808,2004-2005,122
IG 138808,2004-2005,115
IG 138809,2004-2005,127
IG 138809,2004-2005,126
IG 138809,2004-2005,125
IG 138809,2004-2005,115
IG 138810,2004-2005,125
IG 138810,2004-2005,126
IG 138810,2004-2005,127
IG 138810,2004-2005,115
IG 138811,2004-2005,137
IG 138811,2004-2005,138
IG 138811,2004-2005,123
IG 138811,2004-2005,124
IG 138811,2004-2005,125
IG 138813,2004-2005,131
IG 138813,2004-2005,118
IG 138813,2004-2005,117
IG 138813,2004-2005,115
IG 138814,2004-2005,131
IG 138814,2004-2005,118
IG 138815,2004-2005,133
IG 138815,2004-2005,135
IG 138815,2004-2005,137
IG 138815,2004-2005,123
IG 138815,2004-2005,124
IG 138816,2004-2005,125
IG 138816,2004-2005,126
IG 138816,2004-2005,127
IG 138816,2004-2005,115
IG 138817,2004-2005,133
IG 138817,2004-2005,135
IG 138817,2004-2005,136
IG 138817,2004-2005,118
IG 138818,2004-2005,127
IG 138818,2004-2005,118
IG 138819,2004-2005,131
IG 138819,2004-2005,118
IG 138821,2004-2005,125
IG 138821,2004-2005,126
IG 138821,2004-2005,127
IG 138821,2004-2005,115
IG 138823,2004-2005,136
IG 138823,2004-2005,135
IG 138823,2004-2005,133
IG 138823,2004-2005,118
IG 138824,2004-2005,131
IG 138824,2004-2005,115
IG 138825,2004-2005,127
IG 138825,2004-2005,129
IG 138825,2004-2005,131
IG 138825,2004-2005,115
IG 138827,2004-2005,127
IG 138827,2004-2005,129
IG 138827,2004-2005,131
IG 138827,2004-2005,118
IG 138830,2004-2005,125
IG 138830,2004-2005,115
IG 138831,2004-2005,138
IG 138831,2004-2005,137
IG 138831,2004-2005,127
IG 138832,2004-2005,139
IG 138832,2004-2005,140
IG 138832,2004-2005,141
IG 138832,2004-2005,128
IG 138834,2004-2005,137
IG 138834,2004-2005,138
IG 138834,2004-2005,124
IG 138834,2004-2005,123
IG 138839,2004-2005,133
IG 138839,2004-2005,118
IG 138841,2004-2005,137
IG 138841,2004-2005,138
IG 138841,2004-2005,139
IG 138841,2004-2005,128
IG 138841,2004-2005,127
IG 138841,2004-2005,126
IG 138842,2004-2005,138
IG 138842,2004-2005,137
IG 138842,2004-2005,136
IG 138842,2004-2005,125
IG 138842,2004-2005,124
IG 138842,2004-2005,123
IG 138844,2004-2005,125
IG 138844,2004-2005,115
IG 138845,2004-2005,131
IG 138845,2004-2005,118
IG 138845,2004-2005,117
IG 138845,2004-2005,115
IG 138846,2004-2005,133
IG 138846,2004-2005,118
IG 138846,2004-2005,122
IG 138846,2004-2005,125
IG 138847,2004-2005,133
IG 138847,2004-2005,132
IG 138847,2004-2005,131
IG 138847,2004-2005,118
IG 138849,2004-2005,139
IG 138849,2004-2005,140
IG 138849,2004-2005,141
IG 138849,2004-2005,129
IG 138850,2004-2005,138
IG 138850,2004-2005,136
IG 138850,2004-2005,133
IG 138850,2004-2005,124
IG 138851,2004-2005,147
IG 138851,2004-2005,145
IG 138851,2004-2005,143
IG 138851,2004-2005,136
IG 138851,2004-2005,133
IG 138851,2004-2005,130
IG 138854,2004-2005,139
IG 138854,2004-2005,140
IG 138854,2004-2005,141
IG 138854,2004-2005,129
IG 138854,2004-2005,128
IG 138854,2004-2005,127
IG 138855,2004-2005,139
IG 138855,2004-2005,140
IG 138855,2004-2005,141
IG 138855,2004-2005,126
IG 138855,2004-2005,128
IG 138855,2004-2005,129
IG 138856,2004-2005,142
IG 138856,2004-2005,143
IG 138856,2004-2005,144
IG 138856,2004-2005,132
IG 138860,2004-2005,145
IG 138860,2004-2005,147
IG 138860,2004-2005,149
IG 138860,2004-2005,132
IG 138860,2004-2005,134
IG 138860,2004-2005,135
IG 138861,2004-2005,144
IG 138861,2004-2005,143
IG 138861,2004-2005,131
IG 138861,2004-2005,132
IG 138862,2004-2005,137
IG 138862,2004-2005,138
IG 138862,2004-2005,126
IG 138862,2004-2005,125
IG 138862,2004-2005,124
IG 138863,2004-2005,142
IG 138863,2004-2005,141
IG 138863,2004-2005,127
IG 138863,2004-2005,128
IG 138863,2004-2005,129
IG 138864,2004-2005,142
IG 138864,2004-2005,141
IG 138864,2004-2005,128
IG 138864,2004-2005,129
IG 138864,2004-2005,130
IG 138866,2004-2005,147
IG 138866,2004-2005,146
IG 138866,2004-2005,144
IG 138866,2004-2005,131
IG 138866,2004-2005,132
IG 138867,2004-2005,144
IG 138867,2004-2005,143
IG 138867,2004-2005,142
IG 138867,2004-2005,130
IG 138867,2004-2005,131
IG 138868,2004-2005,143
IG 138868,2004-2005,142
IG 138868,2004-2005,125
IG 138868,2004-2005,126
IG 138870,2004-2005,131
IG 138870,2004-2005,118
IG 138871,2004-2005,156
IG 138871,2004-2005,143
IG 138871,2004-2005,144
IG 138872,2004-2005,153
IG 138872,2004-2005,150
IG 138872,2004-2005,147
IG 138872,2004-2005,137
IG 138872,2004-2005,138
IG 138873,2004-2005,150
IG 138873,2004-2005,148
IG 138873,2004-2005,146
IG 138873,2004-2005,138
IG 138873,2004-2005,137
IG 138875,2004-2005,142
IG 138875,2004-2005,143
IG 138875,2004-2005,144
IG 138875,2004-2005,131
IG 138875,2004-2005,130
IG 138877,2004-2005,139
IG 138878,2004-2005,143
IG 138878,2004-2005,142
IG 138878,2004-2005,141
IG 138878,2004-2005,129
IG 138878,2004-2005,131
IG 138878,2004-2005,132
IG 138879,2004-2005,143
IG 138879,2004-2005,142
IG 138879,2004-2005,141
IG 138879,2004-2005,131
IG 138879,2004-2005,130
IG 138879,2004-2005,139
IG 138880,2004-2005,142
IG 138880,2004-2005,128
IG 138880,2004-2005,129
IG 138881,2004-2005,139
IG 138881,2004-2005,140
IG 138881,2004-2005,141
IG 138881,2004-2005,126
IG 138881,2004-2005,128
IG 138881,2004-2005,129
IG 138883,2004-2005,140
IG 138883,2004-2005,141
IG 138883,2004-2005,131
IG 138885,2004-2005,137
IG 138885,2004-2005,136
IG 138885,2004-2005,118
IG 138886,2004-2005,138
IG 138886,2004-2005,139
IG 138886,2004-2005,140
IG 138886,2004-2005,125
IG 138886,2004-2005,124
IG 138890,2004-2005,143
IG 138891,2004-2005,154
IG 138891,2004-2005,152
IG 138891,2004-2005,150
IG 138891,2004-2005,138
IG 138891,2004-2005,139
IG 138892,2004-2005,143
IG 138892,2004-2005,144
IG 138892,2004-2005,132
IG 138892,2004-2005,131
IG 138893,2004-2005,142
IG 138893,2004-2005,131
IG 138893,2004-2005,130
IG 138893,2004-2005,129
IG 138949,2004-2005,138
IG 138949,2004-2005,139
IG 138949,2004-2005,125
IG 138949,2004-2005,124
IG 138949,2004-2005,128
IG 138950,2004-2005,136
IG 138950,2004-2005,137
IG 138950,2004-2005,118
IG 138950,2004-2005,125
IG 138951,2004-2005,131
IG 138951,2004-2005,115
IG 138951,2004-2005,117
IG 138951,2004-2005,118
IG 138978,2004-2005,140
IG 138978,2004-2005,141
IG 138978,2004-2005,129
IG 138979,2004-2005,150
IG 138979,2004-2005,138
IG 138979,2004-2005,139
IG 138980,2004-2005,137
IG 138980,2004-2005,124
IG 138980,2004-2005,123
IG 138991,2004-2005,139
IG 138991,2004-2005,127
IG 138991,2004-2005,128
IG 138991,2004-2005,129
IG 138992,2004-2005,138
IG 138992,2004-2005,127
IG 138992,2004-2005,126
IG 138992,2004-2005,124
IG 138993,2004-2005,135
IG 138993,2004-2005,137
IG 138993,2004-2005,139
IG 138993,2004-2005,126
IG 138993,2004-2005,125
IG 138995,2004-2005,139
IG 138995,2004-2005,140
IG 138995,2004-2005,128
IG 138995,2004-2005,127
IG 138995,2004-2005,125
IG 138996,2004-2005,137
IG 138996,2004-2005,138
IG 138996,2004-2005,139
IG 138996,2004-2005,124
IG 138996,2004-2005,125
IG 138996,2004-2005,126
IG 138997,2004-2005,133
IG 138997,2004-2005,123
IG 138997,2004-2005,122
IG 138997,2004-2005,121
IG 138998,2004-2005,138
IG 138998,2004-2005,139
IG 138998,2004-2005,124
IG 138998,2004-2005,125
IG 138998,2004-2005,126
IG 138999,2004-2005,137
IG 138999,2004-2005,139
IG 138999,2004-2005,140
IG 138999,2004-2005,127
IG 138999,2004-2005,126
IG 139002,2004-2005,133
IG 139002,2004-2005,135
IG 139002,2004-2005,136
IG 139002,2004-2005,118
IG 139002,2004-2005,121
IG 139002,2004-2005,123
IG 139007,2004-2005,139
IG 139007,2004-2005,140
IG 139007,2004-2005,141
IG 139007,2004-2005,128
IG 139007,2004-2005,127
IG 139007,2004-2005,126
IG 139009,2004-2005,139
IG 139009,2004-2005,138
IG 139009,2004-2005,118
IG 139010,2004-2005,143
IG 139010,2004-2005,146
IG 139010,2004-2005,148
IG 139010,2004-2005,136
IG 139010,2004-2005,135
IG 139010,2004-2005,133
IG 139023,2004-2005,133
IG 139023,2004-2005,135
IG 139023,2004-2005,137
IG 139023,2004-2005,123
IG 139023,2004-2005,124
IG 139023,2004-2005,125
IG 139025,2004-2005,142
IG 139025,2004-2005,143
IG 139025,2004-2005,132
IG 139026,2004-2005,149
IG 139026,2004-2005,148
IG 139026,2004-2005,147
IG 139026,2004-2005,137
IG 139026,2004-2005,136
IG 139027,2004-2005,151
IG 139027,2004-2005,139
IG 139027,2004-2005,138
IG 139028,2004-2005,138
IG 139028,2004-2005,137
IG 139028,2004-2005,135
IG 139028,2004-2005,125
IG 139028,2004-2005,124
IG 139028,2004-2005,123
IG 139029,2004-2005,144
IG 139029,2004-2005,143
IG 139029,2004-2005,132
IG 139029,2004-2005,134
IG 139029,2004-2005,135
IG 139030,2004-2005,143
IG 139030,2004-2005,146
IG 139030,2004-2005,148
IG 139030,2004-2005,132
IG 139030,2004-2005,133
IG 139031,2004-2005,142
IG 139031,2004-2005,143
IG 139031,2004-2005,130
IG 139031,2004-2005,129
IG 139034,2004-2005,143
IG 139034,2004-2005,146
IG 139034,2004-2005,149
IG 139034,2004-2005,133
IG 139035,2004-2005,138
IG 139035,2004-2005,144
IG 139035,2004-2005,149
IG 139035,2004-2005,132
IG 139035,2004-2005,130
IG 139035,2004-2005,128
IG 139036,2004-2005,145
IG 139036,2004-2005,147
IG 139036,2004-2005,148
IG 139036,2004-2005,136
IG 139036,2004-2005,131
IG 139036,2004-2005,126
IG 139038,2004-2005,142
IG 139038,2004-2005,141
IG 139038,2004-2005,140
IG 139038,2004-2005,127
IG 139038,2004-2005,128
IG 139038,2004-2005,129
IG 139041,2004-2005,138
IG 139041,2004-2005,139
IG 139041,2004-2005,126
IG 139041,2004-2005,128
IG 139041,2004-2005,129
IG 139043,2004-2005,139
IG 139043,2004-2005,140
IG 139043,2004-2005,141
IG 139043,2004-2005,128
IG 139043,2004-2005,127
IG 139043,2004-2005,125
IG 139044,2004-2005,137
IG 139044,2004-2005,124
IG 139045,2004-2005,143
IG 139045,2004-2005,145
IG 139045,2004-2005,147
IG 139045,2004-2005,132
IG 139048,2004-2005,133
IG 139048,2004-2005,118
IG 139048,2004-2005,121
IG 139048,2004-2005,123
IG 139049,2004-2005,139
IG 139049,2004-2005,130
IG 139049,2004-2005,127
IG 139049,2004-2005,124
IG 139050,2004-2005,140
IG 139050,2004-2005,141
IG 139050,2004-2005,142
IG 139050,2004-2005,129
IG 139050,2004-2005,130
IG 139051,2004-2005,142
IG 139051,2004-2005,131
IG 139052,2004-2005,148
IG 139052,2004-2005,147
IG 139052,2004-2005,135
IG 139052,2004-2005,134
IG 139052,2004-2005,133
IG 139053,2004-2005,141
IG 139053,2004-2005,140
IG 139053,2004-2005,139
IG 139053,2004-2005,129
IG 139056,2004-2005,139
IG 139056,2004-2005,140
IG 139056,2004-2005,141
IG 139056,2004-2005,127
IG 139056,2004-2005,128
IG 139056,2004-2005,129
IG 139057,2004-2005,142
IG 139057,2004-2005,145
IG 139057,2004-2005,148
IG 139057,2004-2005,131
IG 139057,2004-2005,130
IG 139059,2004-2005,142
IG 139059,2004-2005,131
IG 139059,2004-2005,132
IG 139061,2004-2005,141
IG 139061,2004-2005,143
IG 139061,2004-2005,144
IG 139061,2004-2005,132
IG 139061,2004-2005,131
IG 139061,2004-2005,130
IG 139062,2004-2005,150
IG 139062,2004-2005,151
IG 139062,2004-2005,137
IG 139063,2004-2005,136
IG 139063,2004-2005,124
IG 139063,2004-2005,125
IG 139063,2004-2005,126
IG 139064,2004-2005,144
IG 139064,2004-2005,143
IG 139064,2004-2005,132
IG 139066,2004-2005,147
IG 139066,2004-2005,131
IG 139066,2004-2005,132
IG 139067,2004-2005,140
IG 139067,2004-2005,141
IG 139067,2004-2005,131
IG 139067,2004-2005,130
IG 139067,2004-2005,129
IG 139069,2004-2005,140
IG 139069,2004-2005,139
IG 139069,2004-2005,138
IG 139069,2004-2005,128
IG 139069,2004-2005,126
IG 139069,2004-2005,124
IG 139072,2004-2005,149
IG 139072,2004-2005,139
IG 139073,2004-2005,140
IG 139073,2004-2005,141
IG 139073,2004-2005,129
IG 139075,2004-2005,141
IG 139075,2004-2005,140
IG 139075,2004-2005,129
IG 139075,2004-2005,130
IG 139075,2004-2005,131
IG 139078,2004-2005,155
IG 139078,2004-2005,154
IG 139078,2004-2005,152
IG 139078,2004-2005,145
IG 139078,2004-2005,142
IG 139078,2004-2005,139
IG 139079,2004-2005,144
IG 139079,2004-2005,147
IG 139079,2004-2005,149
IG 139079,2004-2005,137
IG 139080,2004-2005,133
IG 139080,2004-2005,118
IG 139083,2004-2005,145
IG 139083,2004-2005,146
IG 139083,2004-2005,147
IG 139083,2004-2005,133
IG 139083,2004-2005,132
IG 139085,2004-2005,148
IG 139085,2004-2005,147
IG 139085,2004-2005,145
IG 139085,2004-2005,132
IG 139383,2004-2005,137
IG 139400,2004-2005,125
IG 139408,2004-2005,139
IG 139420,2004-2005,139
IG 139423,2004-2005,137
IG 139437,2004-2005,139
IG 139439,2004-2005,139
IG 139450,2004-2005,139
IG 139454,2004-2005,134
IG 139463,2004-2005,139
IG 139467,2004-2005,139
IG 139468,2004-2005,139
IG 139469,2004-2005,139
IG 139471,2004-2005,139
IG 139474,2004-2005,139
IG 139475,2004-2005,139
IG 139477,2004-2005,139
IG 139478,2004-2005,139
IG 139479,2004-2005,139
IG 139481,2004-2005,139
IG 139483,2004-2005,139
IG 139484,2004-2005,139
IG 139487,2004-2005,139
IG 139489,2004-2005,139
IG 139491,2004-2005,127
IG 139493,2004-2005,139
IG 139495,2004-2005,127
IG 139496,2004-2005,139
IG 139497,2004-2005,134
IG 139499,2004-2005,134
IG 139517,2004-2005,139
IG 139521,2004-2005,139
IG 139522,2004-2005,141
IG 139525,2004-2005,131
IG 139534,2004-2005,131
IG 139536,2004-2005,127
IG 139549,2004-2005,141
IG 139550,2004-2005,139
IG 139556,2004-2005,141
IG 139557,2004-2005,139
IG 139558,2004-2005,139
IG 139559,2004-2005,139
IG 139561,2004-2005,131
IG 139564,2004-2005,139
IG 139565,2004-2005,139
IG 139566,2004-2005,139
IG 139567,2004-2005,139
IG 139604,2004-2005,134
IG 139647,2004-2005,131
IG 139675,2004-2005,134
IG 139681,2004-2005,131
IG 139684,2004-2005,139
IG 139688,2004-2005,139
IG 139701,2004-2005,139
IG 139706,2004-2005,126
IG 139715,2004-2005,139
IG 139716,2004-2005,134
IG 139725,2004-2005,131
IG 139727,2004-2005,134
IG 139738,2004-2005,139
IG 139748,2004-2005,127
IG 139761,2004-2005,139
IG 139763,2004-2005,139
IG 139770,2004-2005,139
IG 139773,2004-2005,146
IG 139775,2004-2005,139
IG 139777,2004-2005,127
IG 139789,2004-2005,139
IG 139792,2004-2005,139
IG 139793,2004-2005,139
IG 139797,2004-2005,139
IG 139800,2004-2005,139
IG 139801,2004-2005,139
IG 139805,2004-2005,139
IG 139806,2004-2005,139
IG 139810,2004-2005,139
IG 139811,2004-2005,125
IG 139812,2004-2005,139
IG 139813,2004-2005,131
IG 139814,2004-2005,139
IG 139822,2004-2005,139
IG 139824,2004-2005,139
IG 139825,2004-2005,139
IG 139826,2004-2005,139
IG 139827,2004-2005,139
IG 139830,2004-2005,139
IG 139833,2004-2005,139
IG 139835,2004-2005,139
IG 139836,2004-2005,141
IG 139837,2004-2005,139
IG 139838,2004-2005,139
IG 139839,2004-2005,139
IG 139841,2004-2005,139
IG 139842,2004-2005,141
IG 139843,2004-2005,141
IG 139848,2004-2005,141
IG 139851,2004-2005,137
IG 139852,2004-2005,139
IG 139853,2004-2005,139
IG 139854,2004-2005,125
IG 139856,2004-2005,134
IG 139857,2004-2005,131
IG 139862,2004-2005,125
IG 139864,2004-2005,139
IG 139868,2004-2005,139
IG 139870,2004-2005,150
IG 139872,2004-2005,131
IG 139875,2004-2005,139
IG 139876,2004-2005,139
IG 139877,2004-2005,139
IG 139878,2004-2005,139
IG 139879,2004-2005,131
IG 139880,2004-2005,139
IG 139882,2004-2005,139
IG 139883,2004-2005,139
IG 139887,2004-2005,150
IG 139890,2004-2005,131
IG 139893,2004-2005,127
IG 139897,2004-2005,143
IG 139898,2004-2005,139
IG 139899,2004-2005,148
IG 139908,2004-2005,139
IG 139913,2004-2005,139
IG 139938,2004-2005,125
IG 139939,2004-2005,134
IG 139940,2004-2005,139
IG 139941,2004-2005,125
IG 139942,2004-2005,127
IG 139943,2004-2005,127
IG 139947,2004-2005,125
IG 139948,2004-2005,131
IG 139949,2004-2005,131
IG 139950,2004-2005,127
IG 139953,2004-2005,139
IG 139954,2004-2005,139
IG 140436,2004-2005,139
IG 140608,2004-2005,143
IG 141022,2004-2005,130
IG 141024,2004-2005,116
IG 141025,2004-2005,125
IG 141027,2004-2005,123
IG 141028,2004-2005,108
IG 141029,2004-2005,124
IG 141030,2004-2005,130
IG 141031,2004-2005,121
IG 141033,2004-2005,116
IG 141040,2004-2005,133
